symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,name,date,type,iexId,region,currency,isEnabled,figi,cik,lei
361580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR 200 Total Return ETF,2023-02-08,et,IEX_524A424D4D372D52,KR,KRW,True,BBG00WSN0N07,,
361610.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Ie Technology Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00ZVT8B10,,988400ZA9LM3JZBI5088
361670.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Samyoung S&C Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00ZS9H4R6,,
362320.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Chungdam Global Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG0170VS1F5,,
363250.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Genesystem Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG010161V49,,
363260.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Mobidays Inc.,2023-02-08,cs,,KR,KRW,True,BBG00YPR2RM2,,
363280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TY Holdings,2023-02-08,cs,IEX_4B564B3056532D52,KR,KRW,True,BBG00RHTWKH0,,
36328K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TY Holdings - PFS UNDATED KRW 500,2023-02-08,ps,IEX_584C373748482D52,KR,KRW,True,BBG00WY8BWD7,,
363510.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinhan BNP Paribas Asset Management Co. Ltd - Shinhan SOL KIS Short-term MSB ETF,2023-02-08,et,IEX_4D4A4D374E542D52,KR,KRW,True,BBG00X6KPHG4,,
363570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX Active KAP Long Term Korea Total Bond Market(AA-) ETF,2023-02-08,et,IEX_424E31474A482D52,KR,KRW,True,BBG00XKK3JS5,,
363580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX 200IT Total Return ETF,2023-02-08,et,IEX_47465A4D4E512D52,KR,KRW,True,BBG00XKK4SS4,,
364690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX Innovative Tech Active ETF,2023-02-08,et,IEX_4A4A56424A512D52,KR,KRW,True,BBG00XMJZZR6,,
364960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger KRX Bbig K-New Deal ETF,2023-02-08,et,IEX_42384B3937372D52,KR,KRW,True,BBG00XRW8PR4,,
364970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger KRX Bio K-New Deal ETF,2023-02-08,et,IEX_5258323830432D52,KR,KRW,True,BBG00XRW2QV3,,
364980.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger KRX Secondary Battery K-New Deal ETF,2023-02-08,et,IEX_58444C354D362D52,KR,KRW,True,BBG00XRW5CR6,,
364990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset KRX Tiger Game K-New Deal ETF,2023-02-08,et,IEX_5448574B424E2D52,KR,KRW,True,BBG00XRVWWM9,,
365000.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger KRX Internet K-New Deal ETF,2023-02-08,et,IEX_47424C374E542D52,KR,KRW,True,BBG00XRVW9Q6,,
365040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger AI Korea Growth Active ETF,2023-02-08,et,IEX_464D304A34342D52,KR,KRW,True,BBG00XMK19F1,,
365270.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Curacle Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG011F820L6,,
365340.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sungeel Hitech Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG01893X1M2,,
365550.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,ESR Kendall Square Reit,2023-02-08,cs,,KR,KRW,True,BBG00Y99QCH3,,
365590.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,HiDeep Inc.,2023-02-08,cs,,KR,KRW,True,BBG00Y6RLSB2,,
365780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE Korea 10Y Treasury Bond ETF",2023-02-08,et,IEX_4C434C4E5A542D52,KR,KRW,True,BBG00XV293X6,,
365900.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,VC Inc.,2023-02-08,cs,,KR,KRW,True,BBG014FT5SN8,,
366030.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,09Women Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG01594MT38,,
366330.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Shinhan 7th Special Purpose Acquisition Company,2023-02-08,cs,,KR,KRW,True,BBG00YMT8WT7,,
367000.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Plateer Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG011JD57W1,,
367340.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,DB Finance No.8 Special Acquisition Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00Y26SJH9,,
367360.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,DB Finance No.9 Special Acquisition Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00Z4GN649,,
367380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE US NASDAQ100 ETF",2023-02-08,et,IEX_42435A4247522D52,KR,KRW,True,BBG00Y027VH6,,
367740.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Amundi Asset Management Co. Ltd. - NH-Amundi HANARO 5G Industry ETF,2023-02-08,et,IEX_484E475436442D52,KR,KRW,True,BBG00Y02W8Q9,,
367760.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR Fn5G Tech ETF,2023-02-08,et,IEX_524C565146442D52,KR,KRW,True,BBG00Y0311D0,,
367770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR Fn Hydrogen Economy ETF,2023-02-08,et,IEX_47544338364E2D52,KR,KRW,True,BBG00Y034ST1,,
368190.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Amundi Asset Management Co. Ltd. - NH-Amundi HANARO K-NewDeal Digital Plus ETF,2023-02-08,et,IEX_524E345459312D52,KR,KRW,True,BBG00Y3XKYB0,,
368200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR Fn K-NewDeal Digital Plus ETF,2023-02-08,et,IEX_4E52395438432D52,KR,KRW,True,BBG00Y3XK4L5,,
368590.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR US Nasdaq100 ETF,2023-02-08,et,IEX_43584E594A442D52,KR,KRW,True,BBG00Y2N2BT4,,
368600.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,ICH Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG018CH2FG7,,
368680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - Samsung KODEX Fn K-NewDeal Digital Plus ETF,2023-02-08,et,IEX_4E34345646592D52,KR,KRW,True,BBG00Y3XJ9Y2,,
368770.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Fiberpro Inc.,2023-02-08,cs,,KR,KRW,True,BBG00YCW9SC7,,
368970.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Osp Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG019D80QW4,,
369370.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Blitzway Co.Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00Y707CX7,,
370090.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Furonteer Inc.,2023-02-08,cs,,KR,KRW,True,BBG014G3CMK2,,
370190.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Oasis Corporation,2023-02-08,cs,,KR,KRW,True,BBG01CB14XJ0,,
371130.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE Vietnam VN30 Futures Leverage ETF(H)",2023-02-08,et,IEX_5831465153302D52,KR,KRW,True,BBG00Y9ZPS18,,
371150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar China Hang Seng Tech ETF,2023-02-08,et,,KR,KRW,True,BBG00YJ8XZ76,,
371160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger China Hang Seng Tech ETF,2023-02-08,et,,KR,KRW,True,BBG00YJ66754,,
371450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger Global Cloud Computing Indxx ETF,2023-02-08,et,,KR,KRW,True,BBG00YG121F4,,
371460.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger China Electric Vehicle Solactive ETF,2023-02-08,et,,KR,KRW,True,BBG00YG12690,,
371470.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger China Biotech Solactive ETF,2023-02-08,et,,KR,KRW,True,BBG00YG13VL0,,
371870.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE China Hang Seng TECH ETF",2023-02-08,et,,KR,KRW,True,BBG00YJ8Q6P8,,
371950.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Poongwon Precision Co.Ltd.,2023-02-08,cs,,KR,KRW,True,BBG014H99CM2,,
372170.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Yunsung F&C Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG019WVVCY7,,
372290.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hana Must Seven Special Purpose Acquisition Company,2023-02-08,cs,,KR,KRW,True,BBG00Z0KT4S7,,
372330.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX China Hang Seng Tech ETF,2023-02-08,et,,KR,KRW,True,BBG00YJ65498,,
372800.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Iteyes Inc.,2023-02-08,cs,,KR,KRW,True,BBG012QZSX23,,
372910.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hancom Lifecare Inc.,2023-02-08,cs,,KR,KRW,True,BBG011N2Q0H9,,
373200.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,HaAinc Korea Co.Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00YVQSR03,,
373220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LG Energy Solution Ltd.,2023-02-08,cs,,KR,KRW,True,BBG013YK8K98,,
373340.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Eugene Special Purpose Acquisition 6 Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00ZGLGHY6,,
373490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX K-Innovation Active ETF,2023-02-08,et,,KR,KRW,True,BBG00YN50M81,,
373530.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Investment Trust Management - Hanwha Arirang Emerging Markets MSCI Inverse ETF(SYNTH H),2023-02-08,et,,KR,KRW,True,BBG00YJ63VJ9,,
373790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Woori Credit Suisse Asset Management Co. Ltd - Kiwoom KOSEF US Low Volatility Dividend Achievers ETF,2023-02-08,et,,KR,KRW,True,BBG00YN52FW7,,
375270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB KBSTAR Global Data Center REITs Nasdaq ETF(SYNTH),2023-02-08,et,,KR,KRW,True,BBG00YVF0XG7,,
375500.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DL E&C Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00XGC5RM4,,
37550K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DL E&C Co. Ltd. - PRF UNDATED KRW 5000,2023-02-08,ps,,KR,KRW,True,BBG00XGWM2C7,,
375760.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Amundi Asset Management Co. Ltd. - NH-Amundi HANARO Green-Newdeal ETF,2023-02-08,et,,KR,KRW,True,BBG00Z4GZ9Q6,,
375770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX Carbon Efficient Green New Deal ETF,2023-02-08,et,,KR,KRW,True,BBG00Z4GX416,,
376180.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Picogram Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG012LXFXL6,,
376190.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,LB Lusem Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00CS9TFM4,,
376250.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Investment Trust Management - Hanwha ARIRANG Carbon Efficient ETF,2023-02-08,et,,KR,KRW,True,BBG00Z4GY6N6,,
376290.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Cu Tech Corporation,2023-02-08,cs,,KR,KRW,True,BBG012BHYY66,,
376300.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Dear U Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG012QRCM77,,
376410.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger Carbon Efficient Green Newdeal ETF,2023-02-08,et,,KR,KRW,True,BBG00Z4GTRH3,,
376930.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Noul Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG014MCT524,,
376980.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Wanted Lab Inc.,2023-02-08,cs,,KR,KRW,True,BBG011KJT386,,
377030.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Maxst Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG01178G8V2,,
377190.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,D&D Platform Reit,2023-02-08,cs,,KR,KRW,True,BBG011VH5F87,,
377220.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,From Bio Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG0127JLTX2,,
377300.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,kakaopay Corp.,2023-02-08,cs,,KR,KRW,True,BBG011PD04X5,,
377330.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Egtronics Co.Ltd.,2023-02-08,cs,,KR,KRW,True,BBG0147QR7D6,,
377400.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,HI Special Purpose Acquisition Company 6,2023-02-08,cs,,KR,KRW,True,BBG00ZGCM2M5,,
377450.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Refine Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG012BBYZ75,,
377460.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Winia Aid Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG016ZQR0Q1,,
377480.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Minds Lab Inc.,2023-02-08,cs,,KR,KRW,True,BBG0131MNSK3,,
377740.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,BioNote Inc.,2023-02-08,cs,,KR,KRW,True,BBG01B193KH7,,
377990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger Fn Renewable Energy ETF,2023-02-08,et,,KR,KRW,True,BBG00ZHY8HC0,,
378800.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Shaperon Inc.,2023-02-08,cs,,KR,KRW,True,BBG0195L8M73,,
378850.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hwaseung R&A Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00XNNZ3W1,,
379390.KE,XKON,KE,Korea New Exchange,XKON,Korea New Exchange,Ihsungcni Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG0118SK156,,
379780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar S&P500 ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWMN19,,
379790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar Euro Stoxx 50(H) ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWPZS0,,
379800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - Samsung Kodex S&P500 Total Return ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWL5K8,,
379810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - Samsung Kodex US Nasdaq100 Total Return ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWJBD6,,
380320.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Samsung Must Special Purpose Acquisition 5 Company,2023-02-08,cs,,KR,KRW,True,BBG010ZYDNX4,,
380340.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE Fn5G Plus ETF",2023-02-08,et,,KR,KRW,True,BBG00ZVT85F8,,
380440.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Special Purpose Acquisition 19 Company,2023-02-08,cs,,KR,KRW,True,BBG0101N1C17,,
380540.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Opticore. Inc,2023-02-08,cs,,KR,KRW,True,BBG01C53KZR1,,
381170.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger US Tech Top10 Indxx ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWWSM4,,
381180.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger US Phlx Semiconductor Sector Nasdaq ETF,2023-02-08,et,,KR,KRW,True,BBG00ZXWVHR4,,
381560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Amundi Asset Management Co. Ltd. - NH-Amundi HANARO Electric&Hydrogen Vehicle ETF,2023-02-08,et,,KR,KRW,True,BBG00ZVT6542,,
381570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Amundi Asset Management Co. Ltd. - NH-Amundi HANARO Green Energy ETF,2023-02-08,et,,KR,KRW,True,BBG00ZVT7DN3,,
381970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,K Car Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG012C58BW1,,
382480.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,G.I. Tech Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG0133LNNH8,,
382800.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Gnbs Engineering Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG012LJPHM0,,
382840.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Onejoon Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG0129C3P45,,
382900.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Bumhan Fuel Cell Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG017C36BB0,,
383220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,F&F Co Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00Y94S6N8,,
383310.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Ecopro HN Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00Y3MVQP4,,
383800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LX Holdings,2023-02-08,cs,,KR,KRW,True,BBG00YC90SG3,,
38380K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LX Holdings - PRF UNDATED KRW 1000,2023-02-08,ps,,KR,KRW,True,BBG00YCG4P51,,
383930.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,DT&CRO CO.Ltd,2023-02-08,cs,,KR,KRW,True,BBG019X089X8,,
385510.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX K-Renewable Energy Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KF0P1,,
385520.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Investment Trust Management Co. Ltd - SAMSUNG KODEX K-Future Car Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KF295,,
385540.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar Active Korea Total Bond Market(A-) ETF,2023-02-08,et,,KR,KRW,True,BBG0116SWZJ5,,
385550.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar Active Korea Short Term Bond Market(AA-) ETF,2023-02-08,et,,KR,KRW,True,BBG0116SY000,,
385560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KB Asset Management Co Ltd. - KB Kbstar 30-Years Treasury Bond Enhanced ETF,2023-02-08,et,,KR,KRW,True,BBG0116SYNS0,,
385590.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE ESG Active ETF",2023-02-08,et,,KR,KRW,True,BBG0116KDZG6,,
385600.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Korea Investment Trust Management Co, Ltd. - KIM ACE Electric Vehicles Value Chain Active ETF",2023-02-08,et,,KR,KRW,True,BBG0116KDYN1,,
385710.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Time Folio Asset Management - Timefolio Timefolio Innovation Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KF0C5,,
385720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Time Folio Asset Management - Timefolio Timefolio Kstock Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KDZP6,,
386580.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hanwha Plus No2 Special Purpose Acquisition Company,2023-02-08,cs,,KR,KRW,True,BBG011MLV2S6,,
387270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - MIRAE ASSET Tiger Global Bbig Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KDYX0,,
387280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Global Investments Co. Ltd. - MIRAE ASSET Tiger Future Mobility Active ETF,2023-02-08,et,,KR,KRW,True,BBG0116KDZ58,,
387310.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daishin Balance No.10 Special Purpose Acquisition Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG01219H2N5,,
388050.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,G2Power Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG014V7K3V7,,
388220.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hana Financial Nineteen Special Purpose Acquisition Company,2023-02-08,cs,,KR,KRW,True,BBG0129BYTY2,,
