symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,name,date,type,iexId,region,currency,isEnabled,figi,cik,lei
000020.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongwha Pharm,2023-02-08,cs,IEX_4E5A563430322D52,KR,KRW,True,BBG000BDH7Q6,,
000040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KR Motors,2023-02-08,cs,IEX_4639444B4D382D52,KR,KRW,True,BBG000BPJWM6,,
000050.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyung Bang,2023-02-08,cs,IEX_564D504C31312D52,KR,KRW,True,BBG000BDPSY2,,
000070.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samyang Holdings,2023-02-08,cs,IEX_5759463838312D52,KR,KRW,True,BBG000BCZ9Q4,,
000075.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samyang Holdings - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_435039484B522D52,KR,KRW,True,BBG000BCZ8N9,,
000080.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hitejinro,2023-02-08,cs,IEX_5744465134302D52,KR,KRW,True,BBG000BDN397,,
000087.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hitejinro - PRF PERPETUAL KRW 5000 - 2PB,2023-02-08,ps,IEX_4830315858362D52,KR,KRW,True,BBG00245YNX5,,
000100.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuhan,2023-02-08,cs,IEX_424E485856542D52,KR,KRW,True,BBG000BDQR19,0001673975,
000105.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuhan - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_484A4A3837342D52,KR,KRW,True,BBG000BJ1QD2,0001673975,
000145.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hitejinro Holdings - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5851384731522D52,KR,KRW,True,BBG000BJZW15,,988400QOIT2SDDKYHN51
000150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Doosan Corp,2023-02-08,cs,IEX_4831583156542D52,KR,KRW,True,BBG000BCX1Z3,,988400GNQKLXZRRQQE60
000155.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Doosan Corp - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4646535A54392D52,KR,KRW,True,BBG000BHCJG7,,988400GNQKLXZRRQQE60
000157.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Doosan Corp - PRF PERPETUAL KRW 5000 - 2nd Preference 0%,2023-02-08,ps,IEX_465A5A4232572D52,KR,KRW,True,BBG000BPQY62,,988400GNQKLXZRRQQE60
000180.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sungchang Enterprise Holdings Limited,2023-02-08,cs,IEX_5837485639392D52,KR,KRW,True,BBG000BFXSJ5,,
000215.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DL - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_51564C54374C2D52,KR,KRW,True,BBG000BJZ8H1,,988400LJMYZ3ZOXJVE47
000220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuyu Pharma Inc.,2023-02-08,cs,IEX_52434D5944342D52,KR,KRW,True,BBG000BDQTR7,,
000225.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuyu Pharma Inc. - PRF PERPETUAL KRW 1000,2023-02-08,ps,IEX_47594333344D2D52,KR,KRW,True,BBG000BJWCT2,,
000227.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yuyu Pharma Inc. - PRF PERPETUAL KRW 1000 - 2nd Preference 0%,2023-02-08,ps,IEX_4332344850392D52,KR,KRW,True,BBG000BTS4Z6,,
000230.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ildong Holdings,2023-02-08,cs,IEX_58474232344A2D52,KR,KRW,True,BBG000BDML70,,
000240.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hankook & Company,2023-02-08,cs,IEX_4634514453312D52,KR,KRW,True,BBG000BCV700,,
000250.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sam Chun Dang Pharm Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000CBJVQ4,,
000270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kia Corporation,2023-02-08,cs,IEX_484B4E4743352D52,KR,KRW,True,BBG000BCL248,0000882634,988400V8MJK9N7OI5X76
000300.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dayou Plus,2023-02-08,cs,IEX_4C30515030392D52,KR,KRW,True,BBG000BDTH09,,
000320.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Noroo Holdings,2023-02-08,cs,IEX_4A5959424D482D52,KR,KRW,True,BBG000BGX807,,
000325.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Noroo Holdings - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_504E3438594A2D52,KR,KRW,True,BBG000BJVBJ6,,
000370.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha General Insurance Co Ltd,2023-02-08,cs,IEX_51445A444D352D52,KR,KRW,True,BBG000BH5067,,9884009N7RORLEXZUF33
000390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samhwa Paint Industrial,2023-02-08,cs,IEX_584A4C47444C2D52,KR,KRW,True,BBG000BZFBH0,,
000400.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lotte Non-Life Insurance Co Ltd,2023-02-08,cs,IEX_5439503159522D52,KR,KRW,True,BBG000BDG5F3,,988400M7HOH6G9TSM941
000430.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daewon Kangup,2023-02-08,cs,IEX_4C3850325A4B2D52,KR,KRW,True,BBG000BDGGS5,,
000440.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Joong Ang Enervis Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C18VY9,,
000480.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chosun Refractories,2023-02-08,cs,IEX_4B334835364E2D52,KR,KRW,True,BBG000BDFTS8,,988400AGLMAP787EAG48
000490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daedong Corporation,2023-02-08,cs,IEX_514356374B352D52,KR,KRW,True,BBG000BCRQX7,,988400SRP5AG3NNJU197
000500.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Gaon Cable Co., Ltd.",2023-02-08,cs,IEX_4D5958355A312D52,KR,KRW,True,BBG000BDRH56,,549300ODJOPK4IFL1Q15
000540.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Heungkuk Fire & Marine Insurance Co Ltd,2023-02-08,cs,IEX_4D445737304B2D52,KR,KRW,True,BBG000BDT2C9,,98840046SIK1MYL21F03
000545.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Heungkuk Fire & Marine Insurance Co Ltd - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4E54305159532D52,KR,KRW,True,BBG000BNN830,,98840046SIK1MYL21F03
000547.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Heungkuk Fire & Marine Insurance Co Ltd - PRF PERPETUAL KRW 5000 - 2nd Preference 0%,2023-02-08,ps,IEX_4D564D5958312D52,KR,KRW,True,BBG000BTPH17,,98840046SIK1MYL21F03
000640.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Dong-A Socio Holdings Co.,Ltd",2023-02-08,cs,IEX_4A424E30475A2D52,KR,KRW,True,BBG000BCRZV9,,
000650.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chunil Express,2023-02-08,cs,IEX_575A4B4847332D52,KR,KRW,True,BBG000BDFXM5,,
000660.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Hynix Inc,2023-02-08,cs,IEX_535A473853472D52,KR,KRW,True,BBG000GQVTN1,,988400XAIK6XISWQV045
000670.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youngpoong,2023-02-08,cs,IEX_5747543259522D52,KR,KRW,True,BBG000BDTQ90,,988400AY78NTFS106S56
000680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LS Networks Corporation Limited,2023-02-08,cs,IEX_54544B5453362D52,KR,KRW,True,BBG000BH44N1,,
000700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Eusu Holdings,2023-02-08,cs,IEX_4839513246592D52,KR,KRW,True,BBG000BCV5B2,,
000720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Engineering & Construction,2023-02-08,cs,IEX_4D50583356372D52,KR,KRW,True,BBG000BCVCD5,,988400CEQG9N710HN313
000725.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Engineering & Construction - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_44394C5653392D52,KR,KRW,True,BBG000BHFL97,,988400CEQG9N710HN313
000760.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Rifa Co.Ltd,2023-02-08,cs,IEX_575A4B4744322D52,KR,KRW,True,BBG000FV69Y1,,
000810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Fire & Marine Insurance,2023-02-08,cs,IEX_5132583158312D52,KR,KRW,True,BBG000BG7WK1,,988400JMBDK47EW0Z936
000815.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Fire & Marine Insurance - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_43444339584D2D52,KR,KRW,True,BBG000BGW826,,988400JMBDK47EW0Z936
000850.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hwacheon Machine Tool,2023-02-08,cs,IEX_4A4658374A5A2D52,KR,KRW,True,BBG000BD8BV1,,
000860.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kangnam Jevisco,2023-02-08,cs,IEX_51575230434D2D52,KR,KRW,True,BBG000BCXB90,,
000880.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha,2023-02-08,cs,IEX_445A314633572D52,KR,KRW,True,BBG000BCX8L3,,988400JE9FIHQS7TX614
000885.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4C52464E4E5A2D52,KR,KRW,True,BBG000BHF841,,988400JE9FIHQS7TX614
00088K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha - PRF PERPETUAL KRW 5000 - (3PB),2023-02-08,ps,IEX_4D3042354A5A2D52,KR,KRW,True,BBG00DK5PCR4,,988400JE9FIHQS7TX614
000890.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Bohae Brewery,2023-02-08,cs,IEX_4A4E514438342D52,KR,KRW,True,BBG000BGV435,,
000910.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Union,2023-02-08,cs,IEX_4C385031584A2D52,KR,KRW,True,BBG000H0NZ61,,
000950.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chonbang,2023-02-08,cs,IEX_4C38544843502D52,KR,KRW,True,BBG000BDFD76,,
000970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Cast Iron Pipe Ind,2023-02-08,cs,IEX_43565A4836582D52,KR,KRW,True,BBG000BDVG44,,
000990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DB HiTek Co. Ltd,2023-02-08,cs,IEX_4846334E56312D52,KR,KRW,True,BBG000BCV960,,
000995.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DB HiTek Co. Ltd - PRF PERPETUAL KRW 5000 - Series 1 0%,2023-02-08,ps,IEX_564E524248532D52,KR,KRW,True,BBG000CMNP06,,
001000.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Silla Textile,2023-02-08,cs,,KR,KRW,True,BBG000C18YD6,,
001020.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Paper Corea Inc.,2023-02-08,cs,IEX_4653353543512D52,KR,KRW,True,BBG000BDBYW6,,
001040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,CJ Corp.,2023-02-08,cs,IEX_4E4D483450522D52,KR,KRW,True,BBG000BCRJR0,,
001045.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,CJ Corp. - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4D384753544A2D52,KR,KRW,True,BBG000BCS9F4,,
00104K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,CJ Corp. - PRF PERPETUAL KRW 5000 - Conv,2023-02-08,ps,IEX_4258304C37542D52,KR,KRW,True,BBG00MXQTM25,,
001060.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,JW Pharmaceutical,2023-02-08,cs,IEX_464C4835514B2D52,KR,KRW,True,BBG000BDFM85,,
001065.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,JW Pharmaceutical - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_4758433944512D52,KR,KRW,True,BBG000BJ8T12,,
001067.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,JW Pharmaceutical - PRF PERPETUAL KRW 2500 - 2nd Preference 0%,2023-02-08,ps,IEX_4C3334474E482D52,KR,KRW,True,BBG000BR5H22,,
001080.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Manho Rope & Wire,2023-02-08,cs,IEX_4853474D32422D52,KR,KRW,True,BBG000BDR2J4,,
001120.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LX International Corp.,2023-02-08,cs,IEX_5659525852352D52,KR,KRW,True,BBG000BDSG48,,988400KZJVVPCZ6BC265
001130.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daehan Flour Mill,2023-02-08,cs,IEX_5457563731382D52,KR,KRW,True,BBG000BDTT67,,
001140.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kukbo,2023-02-08,cs,IEX_4C534B5654302D52,KR,KRW,True,BBG000BH4DG9,,
001200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Eugene Investment & Securities Co. Ltd.,2023-02-08,cs,IEX_434E353946512D52,KR,KRW,True,BBG000BDTF94,,98840001WHNDKDPRG163
001210.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumho Electric,2023-02-08,cs,IEX_50514450364C2D52,KR,KRW,True,BBG000BDRPC0,,
001230.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongkuk Steel Mill,2023-02-08,cs,IEX_57464E5857522D52,KR,KRW,True,BBG000BCYYS8,,
001250.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,GS Global Corp,2023-02-08,cs,IEX_5239373451592D52,KR,KRW,True,BBG000BCYL51,,988400HRBWECE5K4Y664
001260.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namkwang Engineering & Construction,2023-02-08,cs,IEX_425A573346372D52,KR,KRW,True,BBG000BDS0R8,,
001270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Bookook Securities,2023-02-08,cs,IEX_4848443233332D52,KR,KRW,True,BBG000BH4TV7,,988400L9OXZRT6KP2E12
001275.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Bookook Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_444B504E324E2D52,KR,KRW,True,BBG000BJ6HF5,,988400L9OXZRT6KP2E12
001360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Pharmaceutical,2023-02-08,cs,IEX_425A515131332D52,KR,KRW,True,BBG000BDQPZ6,,
001380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SG Global Co Ltd,2023-02-08,cs,IEX_47354E4254322D52,KR,KRW,True,BBG000BDFKD3,,
001390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KG Chemical Corporation,2023-02-08,cs,IEX_5459335348442D52,KR,KRW,True,BBG000BGX1H4,,
001420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taewon Mulsan,2023-02-08,cs,IEX_5732354A34382D52,KR,KRW,True,BBG000BDQZ02,,
001430.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Seah Besteel Holdings Corporation,2023-02-08,cs,IEX_574D364A34532D52,KR,KRW,True,BBG000BG91K7,,
001450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Marine & Fire Insurance Co,2023-02-08,cs,IEX_4B59473954382D52,KR,KRW,True,BBG000BH51H3,,988400SYR92543UITC37
001460.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,BYC,2023-02-08,cs,IEX_5043315058382D52,KR,KRW,True,BBG000BDDT28,,
001465.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,BYC - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4B56363354392D52,KR,KRW,True,BBG000BJSMM2,,
001470.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sambu Engineering & Construction,2023-02-08,cs,IEX_44523736384E2D52,KR,KRW,True,BBG000BDS3N6,,
001500.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Motor Securities Co. Ltd.,2023-02-08,cs,IEX_4E4E4758434D2D52,KR,KRW,True,BBG000BH4Z52,,988400V56O5EZ2OFVO54
001510.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Securities,2023-02-08,cs,IEX_443536464C382D52,KR,KRW,True,BBG000BDGXK6,,988400DJJ9SUL3GA8E54
001515.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Securities - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_504C3038304B2D52,KR,KRW,True,BBG000BJ67Q5,,988400DJJ9SUL3GA8E54
001520.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tongyang,2023-02-08,cs,IEX_5351485654362D52,KR,KRW,True,BBG000BCXLT6,,
001523.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tongyang - PRF PERPETUAL KRW 500 - 3rd,2023-02-08,ps,,KR,KRW,True,BBG000CVSS78,,
001525.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tongyang - PRF PERPETUAL KRW 500 - 1st,2023-02-08,ps,IEX_44304A3852312D52,KR,KRW,True,BBG000BH4P72,,
001527.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tongyang - PRF PERPETUAL KRW 500 - 2nd,2023-02-08,ps,IEX_4B485A394B5A2D52,KR,KRW,True,BBG000BG3RL5,,
001530.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Di Dongil,2023-02-08,cs,IEX_4437475658432D52,KR,KRW,True,BBG000BDGZ03,,
001540.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Ahn-Gook Pharmaceutical Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000BXPLH2,,
001550.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chobi,2023-02-08,cs,IEX_4B504E4239352D52,KR,KRW,True,BBG000BDFR02,,
001560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Cheil Grinding Wheel Ind Co,2023-02-08,cs,IEX_474D345459542D52,KR,KRW,True,BBG000JQB721,,
001570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumyang,2023-02-08,cs,IEX_483257574E522D52,KR,KRW,True,BBG000BDQ189,,
001620.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kbi Dongkook Ind.,2023-02-08,cs,IEX_4835395039592D52,KR,KRW,True,BBG000BGVQH1,,
001630.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chongkundang Holdings Corp,2023-02-08,cs,IEX_434A5251314D2D52,KR,KRW,True,BBG000BDFH86,,
001680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daesang,2023-02-08,cs,IEX_583050504C342D52,KR,KRW,True,BBG000BD2H26,,
001685.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daesang - PRF PERPETUAL KRW 1000,2023-02-08,ps,IEX_4835394E37582D52,KR,KRW,True,BBG000BJSTK9,,
001720.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinyoung Securities,2023-02-08,cs,IEX_564A344B35532D52,KR,KRW,True,BBG000BDTN97,,988400QC6B9Y6NV55763
001725.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinyoung Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_56324A3650462D52,KR,KRW,True,BBG000BJ6DP3,,988400QC6B9Y6NV55763
001740.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Networks Co. Ltd.,2023-02-08,cs,IEX_475354384B472D52,KR,KRW,True,BBG000BC3F03,,988400WX6GOIPU4EMN09
001745.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Networks Co. Ltd. - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_4743355932332D52,KR,KRW,True,BBG000BDZ2N0,,988400WX6GOIPU4EMN09
001750.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanyang Securities,2023-02-08,cs,IEX_56345930424D2D52,KR,KRW,True,BBG000BH4S85,,988400YSNC2GPYHOYM09
001755.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanyang Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4C3538484C472D52,KR,KRW,True,BBG000BJ6482,,988400YSNC2GPYHOYM09
001770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shin Hwa Dynamics Co. Ltd.,2023-02-08,cs,IEX_53524E3159372D52,KR,KRW,True,BBG000BGZN11,,
001780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Aluko Co.Ltd,2023-02-08,cs,IEX_4E42355254372D52,KR,KRW,True,BBG000BDH9H2,,
001790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TS Corporation,2023-02-08,cs,IEX_545756355A372D52,KR,KRW,True,BBG000BD4R31,,988400OSFF48UIGHDQ69
001795.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TS Corporation - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_4B39305247502D52,KR,KRW,True,BBG000BNKMX9,,988400OSFF48UIGHDQ69
001800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Orion Holdings,2023-02-08,cs,IEX_4D473044324B2D52,KR,KRW,True,BBG000BDGLV0,,
001810.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Moorim SP Co Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000DL9KQ6,,
001820.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sam Hwa Capacitor Co,2023-02-08,cs,IEX_58384E3248432D52,KR,KRW,True,BBG000BBYD42,,
001840.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Eehwa Construction,2023-02-08,cs,,KR,KRW,True,BBG000C18ZM3,,
001880.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DL Construction,2023-02-08,cs,IEX_514E58534A442D52,KR,KRW,True,BBG000BDS560,,
002025.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kolon Corporation - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_58325A3256362D52,KR,KRW,True,BBG000BJSK55,,988400IHA5FB8HI0NR45
002030.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Asia Holdings Co.,Ltd",2023-02-08,cs,IEX_563144304B442D52,KR,KRW,True,BBG000BDDR13,,
002070.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Vivien Corporation,2023-02-08,cs,IEX_584A515451502D52,KR,KRW,True,BBG000BD1FP6,,
002100.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyungnong,2023-02-08,cs,IEX_533232424A4E2D52,KR,KRW,True,BBG000BDQ2D1,,
002140.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Industrial,2023-02-08,cs,IEX_4A515A534A362D52,KR,KRW,True,BBG000BHN9C1,,
002150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dohwa Engineering Co Ltd,2023-02-08,cs,IEX_4B5156334B542D52,KR,KRW,True,BBG000CVFGN0,,
002170.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samyang Tongsang,2023-02-08,cs,IEX_523832594C582D52,KR,KRW,True,BBG000BHNR22,,
002200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Export Packaging Industrial,2023-02-08,cs,IEX_4A4831444C5A2D52,KR,KRW,True,BBG000BD2M16,,
002210.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongsung Pharmaceutical,2023-02-08,cs,IEX_4644543632442D52,KR,KRW,True,BBG000BGYFG3,,
